review,appName,platform,sentiment,cleaned_reviews,encoded_sentiment,review_length,category
ابشر من افضل التطبيقات الحكومية التي سهلت على المواطنين و الاخوة المقيمين كثير من المعاملات مرور جوازات احوال و الكثير,Absher App,ios,positive,ابشر من افضل التطبيقات الحكوميه التي سهلت علي المواطنين و الاخوه المقيمين كثير من المعاملات مرور جوازات احوال و الكثير,1,118,Government Services
لانشر جميل وبسيط ويلبي كل الاحتياجات,Nova Launcher Prime,android,positive,لانشر جميل وبسيط ويلبي كل الاحتياجات,1,36,Utilities
لعبه رووووعه ووممتعه,Stickman Legends: Shadow War Offline Fighting Game,android,positive,لعبه روعه ومتعه,1,15,Gaming
يعلق كل شوي ؟؟؟؟؟,Anghami: Play Music & Podcasts,ios,negative,يعلق كل شوي ؟,0,13,Entertainment
لا يوجد استعلام عن الفاتورة !!!,وزارة البيئة والمياه والزراعة,android,negative,لا يوجد استعلام عن الفاتوره,0,29,Government Services
هذي العبه مرا ماعجبتني ماتتحمل مع انو ماعندي ولا تطبيق,انتقام السلاطين,android,negative,هذي العبه مرا ماعجبتني ماتحمل مع انو ماعندي ولا تطبيق,0,53,Gaming
ربنا يوفقهم على خدمه المسجد الحرام ربى يسعد كل من يعمل فى المسجد الحرام,Eatmarna,android,positive,ربنا يوفقهم علي خدمه المسجد الحرام ربي يسعد كل من يعمل في المسجد الحرام,1,71,Government Services
برنامج جميل وناجح,O&D ايقاعات حية بجودة عالية,android,positive,برنامج جميل وناجح,1,17,Religious
اول شي تأخير بالطلب ثاني شي تعطيني كوبون خصم بالاخير مايفتح معي الكوبون والله قلت ادب,HungerStation,ios,negative,اول شي تاخير بالطلب ثاني شي تعطيني كوبون خصم بالاخير مايفتح معي الكوبون واله قلت ادب,0,84,Food Delivery
حلوو ووووواو كتييييييييييييييي,Likee Let You Shine,android,positive,حلو واو كتي,1,11,Live Streaming
مو حلو ماباليايييققبيسلظلغمظقعظعفيليفطقسقس٤سشش٤شففسففيسغيفث٥يثسفيسفسيظبظلاططااططاطظظظظ؛؛ سسسظ؛؛؛؛؛؛؛ ظظظطببب؛ لتاقمصعصغقثهثهثغغقغقغقعيعبهيهيهيههيعيعيعيععيعييعتيتيتيتيتينينيننينينيههضخضخاصانيفغغعسعععسعسععععس٩هيتيعيعيعيعيعيعيعيععيعيعيعيععيعيعيعيعيععيععيتلانقلهتنيمثنينلكيفنل,Yalla Ludo Ludo&Domino,android,negative,مو حلو ماباليايقبيسلظلغمظقعظعفيليفطقسقسسششفسفيسغيفثيثسفيسفسيظبظلاطاطاطظ؛ سظ؛ ظطب؛ لتاقمصعصغقثهثهثغقغقغقعيعبهيهيهيهيعيعيعيعيعيعتيتيتيتيتينينينينينيهضخضخاصانيفغعسعسعسعسهيتيعيعيعيعيعيعيعيعيعيعيعيعيعيعيعيعيعيعيتلانقلهتنيمثنينلكيفنل,0,231,Gaming
الطلب برقر خالي من جميع الاضافات,HungerStation,ios,negative,الطلب برقر خالي من جميع الاضافات,0,32,Food Delivery
برناممج وصخ وادارته وصخه وقذره يقفلون حسابات بدون سبب خلال يوم واحد قفل الف حساب بدون اي سبب واذا كنت تشحن يعاملونك الاداره بكل احترام وذا ماتشحن ماعليهم منك,Yalla Group Voice Chat Rooms,ios,negative,برنامج وصخ وادارته وصخه وقذره يقفلون حسابات بدون سب خلال يوم واحد قفل الف حساب بدون اي سب واذا كنت تشحن يعاملونك الاداره بكل احترام وذا ماتشحن ماعليهم منك,0,154,Voice Chat
 شغل أكابر,Jawaker Trix Tarneeb Baloot Hand & More,android,positive,شغل اكابر,1,10,Gaming
التطبيق جدآ ممتاز شكرآ لهذي التقنيه وفرت الكثير من الجهد الحمد الله,Absher App,ios,positive,التطبيق جدا متاز شكرا لهذي التقنيه وفرت الكثير من الجهد الحمد اله,1,65,Government Services
بصوا يجماعة لا تنزلو هذا البرنامج لانوا كلو كدب وغش واول متدخل رقم الفون يظهرلك المزرعة وحيوانات ومسخرة,Ultra Stream,android,negative,بصوا يجماعه لا تنزلو هذا البرنامج لانوا كلو كدب وغش واول متدخل رقم الفون يظهرلك المزرعه وحيوانات ومسخره,0,103,Entertainment
لايستخرج الرقم الضربي للمحل يجب تعديل البرنامج,VAT,android,negative,لايستخرج الرقم الضربي لمحل يجب تعديل البرنامج,0,45,Banking & Finance
جميييل بس فيه بعض الملاحاظات,Yalla Group Voice Chat Rooms,ios,positive,جميل بس فيه بعض الملاحاظات,1,26,Voice Chat
يكتب برسل الرمز ولا ارسل هونت ماني سويه بلاغ بكيفهم,Kolluna Amn app,ios,negative,يكتب برسل الرمز ولا ارسل هونت ماني سويه بلاغ بكيفهم,0,51,Government Services
جميلة جدا شكرا,Rise of Kingdoms: Lost Crusade,android,positive,جميله جدا شكرا,1,14,Gaming
التطبيق مايفتح ابدا,Ashanak app,ios,negative,التطبيق مايفتح ابدا,0,19,Government Services
"يع دراااااسة ****""""""""***** من معي",مدرستي,android,negative,يع دراسه من معي,0,19,Education
زرب برنمج ,Girls Face Emoji Remover – Face Body scanner Prank,android,negative,زرب برنمج,0,10,Other
أفضل برنامج في الخدمات,Absher App,ios,positive,افضل برنامج في الخدمات,1,22,Government Services
أسعار مبالغ فيها جداً جداً,Amazon Shopping Search Find Ship and Save,android,negative,اسعار مبالغ فيها جدا جدا,0,24,Shopping
تطبيق ماي اس تي سي ممتاز جدآ,mystc KSA,ios,positive,تطبيق ماي اس تي سي متاز جدا,1,27,Other
واو جميلة !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,PUBG MOBILE DREAM TEAM,android,positive,واو جميله,1,11,Gaming
"التطبيق حلو ويعطيكم العافيه
لكن في مشكله بسيطه هي عند محاوله الغاء الموعد التطبيق لايستجيب يطلب ادخال السبب ولايمكننا تسجيل السباب او اضافته
الرجاء اصلاح هذي المشكله في التطبيق",Mawid app,ios,positive,التطبيق حلو ويعطيكم العافيه لكن في مشكله بسيطه هي عند محاوله الغاء الموعد التطبيق لايستجيب يطلب ادخال السب ولايمكنا تسجيل السباب او اضافته الرجاء اصلاح هذي المشكله في التطبيق,1,174,Government Services
كيف احول اللغة للعربي؟ بعد التحديث ماقدرت ارجعه عربي,Ludo STAR,ios,negative,كيف احول الغه لعربي؟ بعد التحديث ماقدرت ارجعه عربي,0,50,Gaming
ندمت يوم حدثت البرنامج كل ما ابي انزل شي من البوم الكاميرا للسناب يطلع لي حدث خطا,Infltr Infinite Filters,ios,negative,ندمت يوم حدثت البرنامج كل ما ابي انزل شي من البوم الكاميرا لسناب يطلع لي حدث خطا,0,80,Photo & Video
كل شي حلو في تحديث الجديد ما عدا الجواهر خييييييير مرررره قليل اللي حاطينها في الدوري الأسبوعي اول كان حماس يعني فوق العشرة حلو ويستاهل التعب الاسبوع الحين بس حق خمس ولا ستة آلاف كأني اشحت ولا حق التعب,Ludo STAR,ios,negative,كل شي حلو في تحديث الجديد ما عدا الجواهر خير مره قليل الي حاطينها في الدوري الاسبوعي اول كان حماس يعني فوق العشره حلو ويستاهل التعب الاسبوع الحين بس حق خمس ولا سته الاف كاني اشحت ولا حق التعب,0,191,Gaming
كل شي تطور بالعشرة سنوات الماضية الا البريد السعودي، حتى درباوية الرياض بيتطورون وانتوا باقي على حالكم,Saudi Post App,ios,negative,كل شي تطور بالعشره سنوات الماضيه الا البريد السعودي، حتي درباويه الرياض بيتطورون وانتوا باقي علي حالكم,0,102,Government Services
برنامج ممتاز وأتمنى لك التوفيق,ALKAHRABA Saudi ELectricity Company app,ios,positive,برنامج متاز واتمني لك التوفيق,1,29,Electricity & Energy
برنامج جيد عشان عيون العراب,StarChat Group Voice Chat Room,android,positive,برنامج جيد عشان عيون العراب,1,27,Voice Chat
"لمن تجرب خدمة الجوازات في دولة ثانية وتسافر عدة دول تعرف قيمة برنامج وتطبيق وموقع ابشر في السعودية 
برنامج غير معنى التعاملات الحكومية للافضل",Absher App,ios,positive,لمن تجرب خدمه الجوازات في دوله ثانيه وتسافر عده دول تعرف قيمه برنامج وتطبيق وموقع ابشر في السعوديه برنامج غير معني التعاملات الحكوميه لافضل,1,140,Government Services
لعبه خايسة جدا جدا جدا,انتقام السلاطين,android,negative,لعبه خايسه جدا جدا جدا,0,22,Gaming
للاسف طلب صيانه الطريق موجد حفر محد تجاوب معي حتي,تقديم بلاغ مخالفة تجارية,android,negative,لاسف طلب صيانه الطريق موجد حفر محد تجاوب معي حتي,0,48,Government Services
سيء جداً ويطلب تحديث,موارد Mawared,android,negative,سيء جدا ويطلب تحديث,0,19,Government Services
"الخدمه سيئه جدا جدا اذا ما عندكم الى مندوب واحد هو الي يلف في حي كامل مشكله 
انا باشوف الطلب الان اذا بارد الاكل ما راح استقبله",HungerStation,ios,negative,الخدمه سيئه جدا جدا اذا ما عندكم الي مندوب واحد هو الي يلف في حي كامل مشكله انا باشوف الطلب الان اذا بارد الاكل ما راح استقبله,0,127,Food Delivery
